char,dialog,movie
Gimli,"heh heh heh , what did I say? He cant hold his liquor.  ",The Return of the King
Legolas,Game over! ,The Return of the King
Merry And Pippin,"Oh you can search far and wide, You can drink the whole town dry    ,     But youll never find a beer so brown, But youll never find a beer so     brown,     As the one we drink in our hometown, As the one we drink in our hometown.    ,You can drink your fancy ales, You can drink them by the flagon             But the only brew for the brave and true,     ",The Return of the King
Pippin, Nothings     happening ,The Fellowship of the Ring
Gandalf," I once knew every spell in all the tongues of elves, men and     orcs ",The Fellowship of the Ring
Pippin,Whatre you going to do then ? ,The Fellowship of the Ring
Gandalf,Knock your head against these doors Peregrin Took! and if     that does not shatter them and Im allowed a little peace from foolish     questions I will try to find the opening words. ,The Fellowship of the Ring
Gandalf,"Ando Eldarinwaa lasta quettanya, Fenda Casarinwa ",The Fellowship of the Ring
Aragorn,The Mines are no place for a pony even one so brave as Bill. ,The Fellowship of the Ring
Sam,BuBye Bill ,The Fellowship of the Ring
Aragorn,"Go on, go on ,Dont worry Sam.  He knows the way home. , ",The Fellowship of the Ring
Aragorn, Do not     disturb the water  ,The Fellowship of the Ring
Gandalf, Oh its useless ,The Fellowship of the Ring
Frodo,Its a riddle!  ,The Fellowship of the Ring
Frodo,Speak friend... and enter.  Whats the elvish word for     friend ? ,The Fellowship of the Ring
Gandalf,Mel..lon ,The Fellowship of the Ring
Gollum,"No. Ashes and dust and thirst there isand pits, pits, pits.And Orcses, thousands of Orcses.And always the Great Eye watching,watching. ",The Two Towers
Sam,"Hey! Come back now! Come back!There! What did I tell you?Hes run off, the old villain.So much for his promises. ",The Two Towers
Smeagol,"This way, Hobbits.Follow me! ",The Two Towers
Pippin,Merry!Merry! ,The Two Towers
Grishnak,Youre lateOur master grows impatient.He wants the Shirerats now. ,The Two Towers
Ugluk,I dont take orders from Orcmaggots.Saruman will have his prize.We will deliver them. ,The Two Towers
Pippin,Merry! Merry? Wake up ,The Two Towers
Pippin,My friend is sick.He needs water. Please! ,The Two Towers
Uruk Hai,"Sick, is he?Give him some medicine, boys! ",The Two Towers
Pippin,Stop it! ,The Two Towers
Uruk Hai,Cant take his draught! ,The Two Towers
Pippin,Leave him alone! ,The Two Towers
Uruk Hai,Why?You want some? ,The Two Towers
Uruk Hai,Then keep your mouth shut. ,The Two Towers
Merry,"Yes Pippin, my point is, hes clearly over reacting! Run! ",The Fellowship of the Ring
Pippin,  Ooh!  that was     close!  ,The Fellowship of the Ring
Merry,Oh! I think Ive broken something      ,The Fellowship of the Ring
Sam, Trust a Brandybuck and a Took! ,The Fellowship of the Ring
Merry,What?  It was just a detour. A shortcut ,The Fellowship of the Ring
Sam,A shortcut to what ? ,The Fellowship of the Ring
Pippin, Mushrooms!      ,The Fellowship of the Ring
Frodo,I think we should get off the road. ,The Fellowship of the Ring
Frodo,Get off the road! Quick! ,The Fellowship of the Ring
Sam,Ssh.. be quiet ,The Fellowship of the Ring
Merry,What was that! ,The Fellowship of the Ring
Sam, Anything ? ,The Fellowship of the Ring
Frodo,Nothing ,The Fellowship of the Ring
Pippin, What     is going on ? ,The Fellowship of the Ring
Saruman,"So Gandalf, you try to lead them over Caradhras.  And     if that fails, where then will you go ? ",The Fellowship of the Ring
Saruman Voiceover,If the mountain defeats you will you risk a more dangerous     road ,The Fellowship of the Ring
Saruman,Cuiva nwalca Carnirasse nai yarvaxea rasselya! ,The Fellowship of the Ring
Legolas,There is a fell voice on the air ,The Fellowship of the Ring
Gandalf,Its Saruman! ,The Fellowship of the Ring
Aragorn,Hes trying to bring down the mountain! Gandalf! We must     turn back! ,The Fellowship of the Ring
Gandalf,"No! , Losto Caradhras, sedho, hodo, nuitho i ruith!  ",The Fellowship of the Ring
Saruman,Cuiva nwalca Carnirasse Nai yarvaxea rasselya taltuva     nottocarinnar! ,The Fellowship of the Ring
Boromir,We must get off the mountain! Make for the Gap of Rohan and     take the west road to my city! ,The Fellowship of the Ring
Aragorn,The Gap of Rohan takes us too close to Isengard! ,The Fellowship of the Ring
Gimli,"If we cannot pass over the mountain, let us go under it! Let     us go through the Mines of Moria ",The Fellowship of the Ring
Saruman Voiceover,Moria... you fear to go into those mines. ,The Fellowship of the Ring
Saruman, the dwarves delved too greadily     and too deep ,The Fellowship of the Ring
Saruman Voiceover,You know what they woke in the dark of Khazaddm ,The Fellowship of the Ring
Saruman," Shadow, flame ",The Fellowship of the Ring
Boromir,"One does not simply walk into Mordor.  Its black gates     are guarded by more than just orcs. There is evil there that does not sleep     and the great eye is ever watchful.  Tis a barren wasteland, riddled     with fire and ash and dust.  The very air you breathe is a poisonous     fume.  Not with ten thousand men could you do this.    ,It is folly ",The Fellowship of the Ring
Legolas, Have you     heard nothing Lord Elrond has said? The Ring must be destroyed ,The Fellowship of the Ring
Gimli,and I suppose you think youre the one to do it. ,The Fellowship of the Ring
Boromir,"and if we fail what then ? , What happens when Sauron takes back what is his ? ",The Fellowship of the Ring
Gimli, I will be     dead before I see the Ring in the hands of an elf ,The Fellowship of the Ring
Gimli,Never trust an elf ,The Fellowship of the Ring
Gandalf,"Do you not understand that while we bicker amongst     ourselves, Saurons power grows?! None can escape it! Youll all be     destroyed ",The Fellowship of the Ring
Gandalf,Your fingers would remember their old strength     better......if they grasped your sword. ,The Two Towers
Grima,"Ive only......ever served you, my lord.     ",The Two Towers
Theoden,    Your leechcraft would have had me crawling on all fours like a beast! ,The Two Towers
Grima,Send me not from your sight. ,The Two Towers
Aragorn,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account. ",The Two Towers
Grima,Get out of my way! ,The Two Towers
Hama,"Hail, Theoden King! ",The Two Towers
Theoden,Where is Theodred? Where is my son?,The Two Towers
Gandalf Voice Over,Darkness took me......and I strayed out of thoughtand time. ,The Two Towers
Gandalf Voice Over,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again. ,The Two Towers
Gandalf,Ive been sent back...... until my task is done. ,The Two Towers
Aragorn,Gandalf. ,The Two Towers
Gandalf,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers
Gimli,Gandalf. ,The Two Towers
Gandalf,I am Gandalf the White.And I come back to you now......at the turn of the tide. ,The Two Towers
Gandalf,One stage of your journey is over.Another begins. We must travel to Edoras with all speed. ,The Two Towers
Gimli,Edoras?That is no short distance! ,The Two Towers
Aragorn,We hear of trouble in Rohan.It goes ill with the king. ,The Two Towers
Gandalf,"Yes, and it will not be easily cured. ",The Two Towers
Gimli,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank treeinfested?    ,I mean, charming......quite charming forest. ",The Two Towers
Gandalf,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains. ,The Two Towers
Aragorn,"In one thing you have not changeddear friend.,You still speak in riddles.     ",The Two Towers
Gandalf,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong. ,The Two Towers
Gaffer,"      Young Mr Frodo here, hes cracking! ",The Fellowship of the Ring
Frodo, and proud of     it! Cheers Gaffer!   ,The Fellowship of the Ring
Gaffer,Cheers ,The Fellowship of the Ring
Sandyman,Well its none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.  ,The Fellowship of the Ring
Rosie,Good Night lads ,The Fellowship of the Ring
Hobbit,"  Good     night, sweet maiden of the golden ale! ",The Fellowship of the Ring
Sam,Oi Mind who youre sweet talking! ,The Fellowship of the Ring
Frodo,"Dont worry Sam, Rosie knows an idiot when she sees one! ",The Fellowship of the Ring
Sam, Does she ? ,The Fellowship of the Ring
Frodo,      Good Night Sam  ,The Fellowship of the Ring
Gandalf,Is it secret ? Is it safe ? ,The Fellowship of the Ring
Frodo,"Ha! , What are you     doing! ",The Fellowship of the Ring
Gandalf,"      Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ? ",The Fellowship of the Ring
Frodo," Nothing.     Theres nothing , Wait. There are     markings ,  Its some form of Elvish.  I cant     read it ",The Fellowship of the Ring
Gandalf,"There are few who can. The language is that of Mordor, which     I will not utter here.  ",The Fellowship of the Ring
Sam,"  Ah, I     think Ill just have another ale.  ",The Fellowship of the Ring
Frodo,"Oh no you dont , Go on     ",The Fellowship of the Ring
Bilbo," So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the withertos and whyfors that the suns first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone! ",The Fellowship of the Ring
Merry,Quickly  ,The Fellowship of the Ring
Merry,"No no! the big one, big one! ",The Fellowship of the Ring
Bilbo,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ? ",The Fellowship of the Ring
Mrs Bracegirdle,Yeah ,The Fellowship of the Ring
Bilbo,Good gracious you have been productive! ,The Fellowship of the Ring
Bilbo,"     SackvilleBagginses! ,     Quickly! Hide! ",The Fellowship of the Ring
Bilbo,"Oh! Thankyou my boy Youre a good lad Frodo. Im very     selfish you know. , Yes,     I am.  Very selfish. I dont know why I took you in after your mother     and father died, but it wasnt out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit.     ",The Fellowship of the Ring
Frodo,Bilbo have you been at the Gaffers homebrew ? ,The Fellowship of the Ring
Bilbo,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , Youll be     alright.  ",The Fellowship of the Ring
Elrond,That future is almost gone. ,The Return of the King
Arwen,But it is not lost. ,The Return of the King
Elrond,Nothing is certain. ,The Return of the King
Arwen,Some things are certain. ,The Return of the King
Arwen,"If I leave him now, I will regret it forever. It is time. ",The Return of the King
Arwen,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king. ",The Return of the King
Arwen,Reforge the sword ada. ,The Return of the King
Elrond,Your hands are cold. The life of the Eldar is leaving you.  ,The Return of the King
Arwen,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence. ",The Return of the King
Gandalf,We have just passed into the realm of Gondor. ,The Return of the King
Gandalf,Minas Tirith. City of Kings.  ,The Return of the King
Pippin,"Its the tree! Gandalf, Gandalf. ",The Return of the King
Gandalf,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne. ",The Return of the King
Gandalf,"Now listen carefully. Lord Denethor is Boromirs father. To give him     news of his beloved sons death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you dont speak at all Peregrin Took.  ",The Return of the King
Gandalf,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor. ",The Return of the King
Bilbo,A Ring!  ,The Fellowship of the Ring
Gollum," Lost!    , My Precious is lost. ",The Fellowship of the Ring
Galadriel,For the time will soon come when Hobbits will shape the     fortunes of all. ,The Fellowship of the Ring
Bilbo,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world.  ",The Fellowship of the Ring
Bilbo,"There and back again, A Hobbits tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits.  ",The Fellowship of the Ring
Bilbo Voiceover,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise.  ",The Fellowship of the Ring
Bilbo," Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life.  ",The Fellowship of the Ring
Bilbo,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!  ",The Fellowship of the Ring
Gandalf,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm ",The Fellowship of the Ring
Gandalf,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can.       ",The Fellowship of the Ring
Frodo,Youre late!       ,The Fellowship of the Ring
Merry,Pippin!  ,The Return of the King
Merry And Pippin,Comes from the Green Dragon! ,The Return of the King
Merry, Thank you! I win! ,The Return of the King
Aragorn, No news of Frodo? ,The Return of the King
Gandalf,No word. Nothing. ,The Return of the King
Aragorn,We have time. Every day Frodo moves closer to Mordor. ,The Return of the King
Gandalf, Do we know that? ,The Return of the King
Aragorn, What does your     heart tell you? ,The Return of the King
Gandalf, That Frodo is alive.     Yes yes hes alive.  ,The Return of the King
Gollum,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,  ",The Return of the King
Smeagol,No! ,The Return of the King
Gollum,"Sshh, quiet, mustnt wake them. Mustnt ruin it now.      ",The Return of the King
Smeagol,"But they knows, ,     they knows, they suspects us! ",The Return of the King
Gollum,"Whats it saying my precious, my love? Is Smeagol losing his nerve? ",The Return of the King
Gimli,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone! ",The Fellowship of the Ring
Gimli,This my friend is the home of my cousin Balin and they call     it a Mine!  ,The Fellowship of the Ring
Gimli,A Mine! ,The Fellowship of the Ring
Boromir," This isnt     a mine, its a tomb ",The Fellowship of the Ring
Gimli, Nooooo!     NOOOOOOOOOOoooooooo! ,The Fellowship of the Ring
Legolas, Goblins!  ,The Fellowship of the Ring
Boromir,We make for the gap of Rohan.  We should never have     come here ,The Fellowship of the Ring
Boromir,Now get out of here! Get out! ,The Fellowship of the Ring
Pippin,Merry. ,The Two Towers
Merry," Hello, Pip. ",The Two Towers
Pippin,Youre hurt. ,The Two Towers
Merry,Im fine. lt was just an act. ,The Two Towers
Pippin,An act? ,The Two Towers
Merry,"See? I fooled you too.Dont worry about me, Pippin. ",The Two Towers
Ugluk,What is it? What do you smell? ,The Two Towers
Uruk Hai,Manflesh ,The Two Towers
Ugluk,Theyve picked up our trail. ,The Two Towers
Pippin, Aragorn. ,The Two Towers
Ugluk,Lets move! ,The Two Towers
Merry,That black rider was looking for something. Or someone he     walks up to Frodo and looks him in the face Frodo ? ,The Fellowship of the Ring
Pippin,Get down! ,The Fellowship of the Ring
Frodo,"I have to leave the Shire. ,Sam and I must get to Bree ",The Fellowship of the Ring
Merry, Right. Bucklebury     Ferry.  Follow me. ,The Fellowship of the Ring
Pippin,Run! ,The Fellowship of the Ring
Merry,"Frodo, this way.  Follow me ",The Fellowship of the Ring
Pippin, Frodo! ,The Fellowship of the Ring
Merry,Follow me. Run! ,The Fellowship of the Ring
Merry,Get the rope Sam ,The Fellowship of the Ring
Sam,     Frodo!  ,The Fellowship of the Ring
Pippin,Run Frodo! ,The Fellowship of the Ring
Frodo, No! ,The Fellowship of the Ring
Pippin,Frodo! Come on! ,The Fellowship of the Ring
Gandalf,Let the Ringbearer decide ,The Fellowship of the Ring
Boromir,"We cannot stay here! ,This will be the death of the     hobbits! ",The Fellowship of the Ring
Gandalf,Frodo ? ,The Fellowship of the Ring
Frodo, We will go through     the Mines ,The Fellowship of the Ring
Gandalf,So be it ,The Fellowship of the Ring
Gimli,"Strong?! ,Oh, thats good. ",The Two Towers
Gandalf,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be. ",The Two Towers
Gimli,This new Gandalfs more grumpythan the old one. ,The Two Towers
Legolas,That is one of the Mearas......unless my eyes are cheatedby some spell. ,The Two Towers
Gandalf,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers. ,The Two Towers
Treebeard,     ,The Two Towers
Merry,ls it much further? ,The Two Towers
Treebeard,"Brurahroom. Dont be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where Ill keep you.I believe you will enjoy this next one too. ,Its one of my own compositions.Right.",The Two Towers
Treebeard,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near.",The Two Towers
Frodo,Mordor! ,The Fellowship of the Ring
Gandalf,In the common tongue it says,The Fellowship of the Ring
Pippin,Done! ,The Fellowship of the Ring
Merry,Youre supposed to stick it in the ground     ,The Fellowship of the Ring
Pippin,It is in the ground  ,The Fellowship of the Ring
Merry,Outside  ,The Fellowship of the Ring
Pippin,It was your idea! ,The Fellowship of the Ring
Frodo,Bilbo! Bilbo!  Watch out for the dragon     ,The Fellowship of the Ring
Bilbo,"    Dragon! Nonsense, there hasnt been a dragon in these parts for a thousand     years. ",The Fellowship of the Ring
Merry,That was good! ,The Fellowship of the Ring
Pippin,Lets get another one! ,The Fellowship of the Ring
Gandalf,Meriadoc Brandybuck and Peregrin Took! I might have known! ,The Fellowship of the Ring
Crowd,Speech Bilbo  ,The Fellowship of the Ring
Frodo,Speech! ,The Fellowship of the Ring
Bilbo,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs    ,, Hornblowers ,, Bulgers ,,     Bracegirdles ,, and Proudfoots ",The Fellowship of the Ring
Proudfoot Hobbit, PROUDFEET!  ,The Fellowship of the Ring
Gandalf,I come with tidings in this dark hour and with counsel. ,The Return of the King
Denethor,Perhaps you come to explain this.  ,The Return of the King
Denethor,Perhaps you have come to tell me why my son is dead. ,The Return of the King
Pippin,Boromir died to save us my kinsman and me. He fell defending us from     many foes. ,The Return of the King
Gandalf,Pippin. ,The Return of the King
Pippin,"I offer you my service, such as it is in payment of this debt.  ",The Return of the King
Denethor,This is my first command to you. How did you escape and my son did not?     So mighty as man as he was. ,The Return of the King
Pippin,The mightiest man may be slain by one arrow and Boromir was pierced by     many. ,The Return of the King
Gandalf,Get up! ,The Return of the King
Gandalf,"My lord, there will be a time to grieve for Boromir but it is not now.     War is coming. The enemy is on your doorstep. As steward, you are charged     with the defence of this city. Where are Gondors armies? You still have     friends. You are not alone in this fight. Send word to Theoden of Rohan.     Light the beacons. ",The Return of the King
Denethor,"You think you are wise Mithrandir. Yet for all your subtleties you have     not wisdom. Do you think the eyes of the White Tower are blind? I have seen     more than you know. With your left hand you would use me as a shield against     Mordor and with your right you would seek to supplant me. I know who rides     with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son     of Arathorn. And I tell you now. I will not bow to this Ranger from the     North. Last of a ragged house long bereft of Lordship.  ",The Return of the King
Gandalf,"Authority is not given to you to deny the return of the King, steward. ",The Return of the King
Denethor,The rule of Gondor is mine and no others! ,The Return of the King
Gandalf,Come! ,The Return of the King
Gandalf,"All had turned to vain ambition. He would use even his grief as a cloak!     A thousand years this city has stood and now at the whim of a madman it will     fall! And the white tree, the tree of the King will never bloom again. ",The Return of the King
Gandalf,"A wizard is never late! Frodo Baggins.    , Nor is he early, he arrives precisely when he means     to.       ",The Fellowship of the Ring
Frodo,Its wonderful to see you Gandalf. ,The Fellowship of the Ring
Gandalf,You didnt think Id miss your Uncle Bilbos birthday?     ,The Fellowship of the Ring
Gandalf,So how is the old rascal? I hear it is going to be a     party of special significance?       ,The Fellowship of the Ring
Frodo,You know Bilbo hes got the whole place in an uproar. ,The Fellowship of the Ring
Gandalf,Well that should please him.  ,The Fellowship of the Ring
Frodo,Half the Shires been invited.     And the rest of them are turning up anyway.  ,The Fellowship of the Ring
Bilbo Voiceover,"And so life in the Shire goes on, very much as it has     this past age. , Full of its own comings and goings with change coming     slowly, if it comes at all. ,For things are made to endure in     the Shire, passing from one generation to the next. Theres always been a     Baggins living here under the Hill, in Bag End        ",The Fellowship of the Ring
Bilbo,And there always will be.       ,The Fellowship of the Ring
Frodo,"To tell you the truth, Bilbo has been acting a bit odd     lately. ,I     mean, more than usual. Hes taken to locking himself in his study.    , He spends hours     and hours poring over old maps when he thinks Im not looking.       ",The Fellowship of the Ring
Bilbo,Wheres it gone?       ,The Fellowship of the Ring
Bilbo,Aaaaah.  ,The Fellowship of the Ring
Frodo,"Hes up to something. , All right then,     keep your secrets! ",The Fellowship of the Ring
Gandalf,What?  ,The Fellowship of the Ring
Smeagol,No! No! Never! Smeagol hates nasty Hobbitses. Smeagol wants to see them. Dead! ,The Return of the King
Gollum,"And we will! Smeagol did it once, he can do it again!     ,     Its ours! Ours! ",The Return of the King
Smeagol,We must get the precious! We must get it back! ,The Return of the King
Gollum,Patience! Patience my love! First we must lead them to her! ,The Return of the King
Smeagol,We lead them to the winding stair. ,The Return of the King
Gollum,"Yes, the stairs and then? ",The Return of the King
Smeagol,"Up, up, up the stairs we go until we come to the tunnel. ",The Return of the King
Gollum,"And when they go in, theres no coming out. Shes always hungry. She     always needs to feed. She must eat. All she gets is filthy Orcses. ",The Return of the King
Smeagol,"And they doesnt taste very nice, does they Precious? ",The Return of the King
Gollum,"No, not very nice at all, my love. She hungers for sweeter meats.    ,     Hobbit meat. And when she throws away the bones and the empty clothes     , then we will find it. ",The Return of the King
Smeagol,And take it for Meee! ,The Return of the King
Gollum,For us. ,The Return of the King
Smeagol,"Yes, we meant for us! Gollum, gollum. The precious will be ours once the Hobbitses are dead! ",The Return of the King
Merry And Pippin,Frodo! Frodo! ,The Fellowship of the Ring
Sam,"Strider! , Get off him!     ",The Fellowship of the Ring
Merry,Aragorn! ,The Fellowship of the Ring
Merry,Frodo! ,The Fellowship of the Ring
Frodo,Strider! ,The Fellowship of the Ring
Gandalf,Into the Mines! ,The Fellowship of the Ring
Boromir,Legolas!  ,The Fellowship of the Ring
Gandalf,"We now have but one choice, we must face the long dark of     Moria.  Be on your guard, there are older and fouler things than orcs     in the deep places of the world  ",The Fellowship of the Ring
Gandalf,"The wealth of Moria is not in gold, or jewels, but Mithril ",The Fellowship of the Ring
Gandalf,Bilbo had a shirt of mithril rings that Thorin gave him ,The Fellowship of the Ring
Gimli,Aww that was a Kingly gift ,The Fellowship of the Ring
Gandalf,"Yes.  I never told him, but its worth was greater than     the value of The Shire!  ",The Fellowship of the Ring
Merry,Pippin! ,The Fellowship of the Ring
Gandalf,Ive no memory of this place ,The Fellowship of the Ring
Pippin,Are we lost ? ,The Fellowship of the Ring
Sam,Frodo! Come on! ,The Fellowship of the Ring
Pippin,Frodo! ,The Fellowship of the Ring
Sam,Come on faster! ,The Fellowship of the Ring
Frodo,How far to the nearest crossing ? ,The Fellowship of the Ring
Merry,"     The Brandywine Bridge, twenty miles. ",The Fellowship of the Ring
Frodo,Come on!  ,The Fellowship of the Ring
Gatekeeper,What do you want ? ,The Fellowship of the Ring
Frodo,Were heading for the Prancing Pony. ,The Fellowship of the Ring
Gatekeepr,Hobbits! Four hobbits!  Whats more out of     The Shire by your talk!  What business brings you to Bree? ,The Fellowship of the Ring
Frodo,We wish to at the Inn.  Our business is our own. ,The Fellowship of the Ring
Gatekeeper," alright young sir, I     meant no offence. ,My job to ask questions after nightfall. Theres talk of strange folk     abroad. Cant be too careful  ",The Fellowship of the Ring
Man,Out of the way! Watch where youre walking! ,The Fellowship of the Ring
Frodo,Excuse me ?  ,The Fellowship of the Ring
Bilbo,Today is my One Hundred and Eleventh birthday!     ,The Fellowship of the Ring
Hobbit,Happy Birthday! ,The Fellowship of the Ring
Bilbo,"Alas, elevntyone years is far too short a time to live     among such excellent and admirable hobbits.,  I dont know half of you half as well as I     should like and I like less than half of you, half as well as you deserve.    ",The Fellowship of the Ring
Pippin,Why are they still guarding it?  ,The Return of the King
Gandalf,"They guard it because they have hope. A faint and fading hope that one     day it will flower. That a king will come and this city will be as it once     was before it fell into decay. ,     The old wisdom born out of the west was forsaken. Kings made tombs more     splendid than the houses of the living and counted the old names of their     descent , dearer than the names of their sons.    ,     Childless lords sat in aged halls musing on heraldry or in high, cold towers     asking questions of the stars. And so the people of Gondor fell into ruin.    ,     The line of Kings failed. The white tree withered. The rule of Gondor was     given over to lesser men.",The Return of the King
Pippin,Mordor. ,The Return of the King
Gandalf,"Yes, there it lies. This city has dwelt ever in the sight of its shadow. ",The Return of the King
Pippin,A storm is coming. ,The Return of the King
Gandalf,"This is not the weather of the world. This is a device of Saurons     making. A broil of fume he sends ahead of his host. The Orcs of Mordor have     no love of daylight, so he covers the face of the sun to ease their passage     along the road to war. When the shadow of Mordor reaches this city it will     begin. ",The Return of the King
Pippin,"Well Minas Tirith very impressive. ,So where are off to next? ",The Return of the King
Gandalf,"Oh, its too late for that Peregrin. Theres no leaving this city.    ,     Help must come to us.",The Return of the King
Frodo,But I know you have something to do with it.       ,The Fellowship of the Ring
Gandalf,Good gracious me!       ,The Fellowship of the Ring
Frodo,Before you came along we Bagginses were very well     thought of.       ,The Fellowship of the Ring
Gandalf,Indeed? ,The Fellowship of the Ring
Frodo,"We never had any adventures, or did anything     unexpected.       ",The Fellowship of the Ring
Gandalf,"If youre referring to the incident with the dragon, I     was barely involved. All I did was give your uncle a little nudge out of the     door.       ",The Fellowship of the Ring
Frodo,"Whatever you did, youve been officially labelled as a     disturber of the peace. ",The Fellowship of the Ring
Gandalf,Oh really? ,The Fellowship of the Ring
Children Hobbits,Gandalf! Gandalf!       ,The Fellowship of the Ring
Children Hobbits,Fireworks Gandalf! Gandalf! Fireworks Gandalf!       ,The Fellowship of the Ring
Children Hobbits,Hooooraaaay!        ,The Fellowship of the Ring
Frodo,"Gandalf, Im glad youre back.  ",The Fellowship of the Ring
Sam,You treacherous little toad!  ,The Return of the King
Gollum,"No, no! Master! ",The Return of the King
Frodo,No Sam! Leave him alone!  ,The Return of the King
Sam,I heard it from his own mouth. He means to murder us. ,The Return of the King
Gollum,"Never! Smeagol wouldnt hurt a fly! ,     Aaaagh he is a horrid, fat Hobbit who hates Smeagol and who makes up nasty lies! ",The Return of the King
Sam,You miserable little maggot! Ill stove your head in!  ,The Return of the King
Frodo,Sam! ,The Return of the King
Sam,Call me a liar? Youre a liar! ,The Return of the King
Gollum,Waaaah!  ,The Return of the King
Frodo,If you scare him off then we are lost! ,The Return of the King
Sam,I dont care! I cant do it Mr Frodo! I wont wait around for him to     kill us! ,The Return of the King
Frodo,Im not sending him away. ,The Return of the King
Sam,You dont see it do you? Hes a villain. ,The Return of the King
Frodo,We cant do this by ourselves Sam. Not without a guide. I need you on my     side. ,The Return of the King
Merry,No ,The Fellowship of the Ring
Pippin,I think we are ,The Fellowship of the Ring
Sam,Ssh! Gandalfs thinking ,The Fellowship of the Ring
Pippin,Merry! ,The Fellowship of the Ring
Merry,What! ,The Fellowship of the Ring
Pippin,Im hungry ,The Fellowship of the Ring
Frodo,Theres something down there ,The Fellowship of the Ring
Gandalf,Its Gollum ,The Fellowship of the Ring
Frodo,Gollum! ,The Fellowship of the Ring
Gandalf,Hes been following us for three days ,The Fellowship of the Ring
Frodo,He escaped the dungeons of BaradDr! ,The Fellowship of the Ring
Gandalf,"Escaped ,     or was set loose and now the Ring has drawn him here ,      He wont ever be rid of his need for it.  He hates and loves the Ring,     as he hates and loves himself.  Smeagols life is a sad story    ,  Yes    , he was once called, before the Ring     found him. Before it drove him mad ",The Fellowship of the Ring
Frodo,Its a pity Bilbo didnt kill him when he had the chance ,The Fellowship of the Ring
Gandalf,"Pity ?  It was pity that stayed Bilbos hand.      Many that live deserve death and many that die, deserve life. Can you give     it to them Frodo ? Do not be too eager to deal out death and judgement Even     the very wise cannot see all ends.  My heart tells me that Gollum has     some part to play, yet for good or ill.... before this is over.     ,     The pity of Bilbo, may rule the fate of many  ",The Fellowship of the Ring
Frodo,I wish the Ring had never come to me.  I wish none of     this had happened. ,The Fellowship of the Ring
